1515688724000,-1.630477888,47.225002929,0,0
1515688724373,-1.630477888,47.225002929,0,0
1515688724384,-1.630477888,47.225002929,0,0
1515688724397,-1.630477888,47.225002929,0,0
1515688724414,-1.630477888,47.225002929,0,0
1515688724431,-1.630477888,47.225002929,0,0
1515688724449,-1.630477888,47.225002929,0,0
1515688724472,-1.630477888,47.225002929,0,0
1515688724653,-1.630479488,47.225006444,0,0
1515688724909,-1.630484897,47.225011027,0,0
1515688724969,-1.630484897,47.225011027,0,0
1515688725117,-1.630474483,47.225014818,0,0
1515688725301,-1.630478528,47.225023501,0,0
1515688725486,-1.630470474,47.225028073,0,0
1515688725673,-1.630473322,47.225036008,0,0
1515688725756,-1.630473322,47.225036008,0,0
1515688725903,-1.630463618,47.225039837,0,0
1515688726088,-1.630466022,47.225047734,0,0
1515688726273,-1.630458050,47.225051244,0,0
1515688726454,-1.630462157,47.225058638,0,0
1515688726505,-1.630462157,47.225058638,0,0
1515688726651,-1.630454722,47.225064238,0,0
1515688726844,-1.630458788,47.225070009,0,0
1515688727026,-1.630452950,47.225072386,0,0
1515688727225,-1.630455652,47.225079530,0,0
1515688727272,-1.630455652,47.225079530,0,0
1515688727414,-1.630448750,47.225083034,0,0
1515688727601,-1.630451722,47.225089688,0,0
1515688727821,-1.630444405,47.225093991,0,0
1515688728049,-1.630447779,47.225100806,0,0
1515688728119,-1.630447779,47.225100806,0,0
1515688728311,-1.630439521,47.225104634,0,0
1515688728492,-1.630443192,47.225111007,0,0
1515688728673,-1.630436111,47.225115221,0,0
1515688728854,-1.630442201,47.225122964,0,0
1515688728902,-1.630442201,47.225122964,0,0
1515688729080,-1.630437108,47.225128221,0,0
1515688729331,-1.630442471,47.225136121,0,0
1515688729573,-1.630435385,47.225141405,0,0
1515688729790,-1.630437686,47.225149440,0,0
1515688729842,-1.630437686,47.225149440,0,0
1515688730010,-1.630429577,47.225154203,0,0
1515688730208,-1.630434860,47.225161961,0,0
1515688730402,-1.630430468,47.225166456,0,0
1515688730607,-1.630435262,47.225172968,0,0
1515688730654,-1.630435262,47.225172968,0,0
1515688730822,-1.630428296,47.225178234,0,0
1515688731014,-1.630431897,47.225187665,0,0
1515688731199,-1.630425983,47.225192174,0,0
1515688731399,-1.630432229,47.225192404,0,0
1515688731458,-1.630432229,47.225192404,0,0
1515688731638,-1.630425198,47.225194438,0,0
1515688731848,-1.630430058,47.225200077,0,0
1515688732050,-1.630422819,47.225203320,0,0
1515688732250,-1.630426527,47.225210635,0,0
1515688732298,-1.630426527,47.225210635,0,0
1515688732463,-1.630419371,47.225214271,0,0
1515688732649,-1.630421793,47.225220343,0,0
1515688732827,-1.630414582,47.225225044,0,0
1515688733012,-1.630419086,47.225233089,0,0
1515688733059,-1.630419086,47.225233089,0,0
1515688733207,-1.630412181,47.225237688,0,0
1515688733390,-1.630415596,47.225244823,0,0
1515688733573,-1.630406992,47.225248419,0,0
1515688733770,-1.630408980,47.225255781,0,0
1515688733819,-1.630408980,47.225255781,0,0
1515688734021,-1.630401430,47.225260326,0,0
1515688734240,-1.630402784,47.225267444,0,0
